Element;Categorie;Sous_categorie;Phase;Propriété;IFC_Reference;Revit_Param;Version_IFC;Requis
Tableau électrique;Classe et type IFC;Types IFC;Toutes;Baie informatique;IfcElectricDistributionBoard.USERDEFINED[DISPATCHINGBOARD];Electrical Equipment [BIMids Classification:Electrical panel];IFC4;Oui
Tableau électrique;Classe et type IFC;Types IFC;Toutes;Baie de brassage;IfcElectricDistributionBoard.USERDEFINED[DISPATCHINGBOARD];Electrical Equipment [BIMids Classification:Electrical panel];IFC4;Oui
Tableau électrique;Classe et type IFC;Types IFC;Toutes;Armoire serveur;IfcElectricDistributionBoard.USERDEFINED[DISPATCHINGBOARD];Electrical Equipment [BIMids Classification:Electrical panel];IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_ElectricDistributionBoardTypeCommon.Status;Phase Created;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_ElectricDistributionBoardTypeCommon.Status;Phase Created;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_ElectricDistributionBoardTypeCommon.Status;Phase Created;IFC4;Oui
Tableau électrique;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_ElectricDistributionBoardTypeCommon.Status;Phase Created;IFC4;Oui
Tableau électrique;Documentation;Descriptifs;PDE;Dimensionnement;;;IFC4;Oui
Tableau électrique;Documentation;Descriptifs;EXE;Dimensionnement;;;IFC4;Oui
Tableau électrique;Documentation;Descriptifs;EXP;Dimensionnement;;;IFC4;Oui
Tableau électrique;Documentation;Descriptifs;APD;Prescriptions;;;IFC4;Oui
Tableau électrique;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Tableau électrique;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;PDE;Protocole de communication;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;EXE;Protocole de communication;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;EXP;Protocole de communication;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Tableau électrique;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Tableau électrique;Documentation;Plans et schémas;APD;Schéma d'emprise;;;IFC4;Oui
Tableau électrique;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;IFC4;Oui
Tableau électrique;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;IFC4;Oui
Tableau électrique;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;IFC4;Oui
Tableau électrique;Classification;Uniformat II 2010;Toutes;"D5020.10 – Electrical Service
D5020.30 – Power Distribution";;;IFC4;Oui
Tableau électrique;Classification;DIN276;Toutes;"KG 441 – Hoch- und Mittelspannungsanlagen
KG 444 – Niederspannungsinstallationsanlagen
KG 451 – Telekommunikationsanlagen
KG 475 – Datenübertragungsnetze
KG 482 – Schaltschranke, automationsschwerpunkte";;;IFC4;Oui
Terrain;Classe et type IFC;Types IFC;Toutes;Terrain;IfcGeographicElement.TERRAIN;Topography;IFC4;Oui
Terrain;Classe et type IFC;Types IFC;Toutes;Parcelle cadastrale;IfcGeographicElement.TERRAIN;Topography;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;APS;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;APS;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;APS;Référence cadastrale (p);BIMids_LandRegistration.LandID1;Land ID;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;APD;Référence cadastrale (p);BIMids_LandRegistration.LandID1;Land ID;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;PDE;Référence cadastrale (p);BIMids_LandRegistration.LandID1;Land ID;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;EXE;Référence cadastrale (p);BIMids_LandRegistration.LandID1;Land ID;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;EXP;Référence cadastrale (p);BIMids_LandRegistration.LandID1;Land ID;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;APS;Affectation du terrain (p);BIMids_LandRegistration.LandTitleID1;Land title ID;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;APD;Affectation du terrain (p);BIMids_LandRegistration.LandTitleID1;Land title ID;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;PDE;Affectation du terrain (p);BIMids_LandRegistration.LandTitleID1;Land title ID;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;EXE;Affectation du terrain (p);BIMids_LandRegistration.LandTitleID1;Land title ID;IFC4;Oui
Terrain;Informations alphanumériques;Niveau objet;EXP;Affectation du terrain (p);BIMids_LandRegistration.LandTitleID1;Land title ID;IFC4;Oui
Terrain;Documentation;Plans et schémas;APS;Relevé topographique;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;APD;Relevé topographique;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;PDE;Relevé topographique;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;EXE;Relevé topographique;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;EXP;Relevé topographique;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;APS;Plan de mesurage;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;APD;Plan de mesurage;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;PDE;Plan de mesurage;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;EXE;Plan de mesurage;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;EXP;Plan de mesurage;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;APS;Rapport étude géotechnique;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;APD;Rapport étude géotechnique;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;PDE;Rapport étude géotechnique;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;EXE;Rapport étude géotechnique;;;IFC4;Oui
Terrain;Documentation;Plans et schémas;EXP;Rapport étude géotechnique;;;IFC4;Oui
Toiture;Classe et type IFC;Types IFC;Toutes;Toiture plate;IfcRoof.FLAT_ROOF;Roofs [BIMids Classification:Roof];IFC4;Oui
Toiture;Classe et type IFC;Types IFC;Toutes;Toiture à un versant;IfcRoof.SHED_ROOF;Roofs [BIMids Classification:Roof];IFC4;Oui
Toiture;Classe et type IFC;Types IFC;Toutes;Toiture à deux versants;IfcRoof.GABLE_ROOF;Roofs [BIMids Classification:Roof];IFC4;Oui
Toiture;Classe et type IFC;Types IFC;Toutes;Toiture à croupes;IfcRoof.HIP_ROOF;Roofs [BIMids Classification:Roof];IFC4;Oui
Toiture;Classe et type IFC;Types IFC;Toutes;Toiture à croupettes;IfcRoof.HIPPED_GABLE_ROOF;Roofs [BIMids Classification:Roof];IFC4;Oui
Toiture;Classe et type IFC;Types IFC;Toutes;Toiture à la mansart 2 pans;IfcRoof.GAMBREL_ROOF;Roofs [BIMids Classification:Roof];IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;APS;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;APS;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;APS;Statut (p);Pset_RoofCommon.Status;Phase Created;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_RoofCommon.Status;Phase Created;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_RoofCommon.Status;Phase Created;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_RoofCommon.Status;Phase Created;IFC4;Oui
Toiture;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_RoofCommon.Status;Phase Created;IFC4;Oui
Toiture;Informations alphanumériques;Niveau matériau;APD;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Toiture;Informations alphanumériques;Niveau matériau;PDE;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Toiture;Informations alphanumériques;Niveau matériau;EXE;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Toiture;Informations alphanumériques;Niveau matériau;EXP;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Toiture;Documentation;Descriptifs;APS;Principe constructif;;;IFC4;Oui
Toiture;Documentation;Descriptifs;APD;Principe constructif;;;IFC4;Oui
Toiture;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Toiture;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Toiture;Documentation;Plans et schémas;PDE;Détail d'exécution;;;IFC4;Oui
Toiture;Documentation;Plans et schémas;EXE;Détail d'exécution;;;IFC4;Oui
Toiture;Documentation;Plans et schémas;EXP;Détail d'exécution;;;IFC4;Oui
Toiture;Documentation;Plans et schémas;APD;Rapport energétique;;;IFC4;Oui
Toiture;Documentation;Plans et schémas;PDE;Rapport energétique;;;IFC4;Oui
Toiture;Documentation;Plans et schémas;EXE;Rapport energétique;;;IFC4;Oui
Toiture;Documentation;Plans et schémas;EXP;Rapport energétique;;;IFC4;Oui
Toiture;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;IFC4;Oui
Toiture;Classification;Uniformat II 2010;Toutes;"B1020 – Roof Construction
B3010 – Roofing
B3040 – Traffic Bearing Horizontal Enclosures
B3080 – Overhead Exterior Enclosures
C2050 – Ceiling Finishes
F1020 – Special Construction";;;IFC4;Oui
Toiture;Classification;DIN276;Toutes;"361 – Dachkonstruktionen
363 – Dachbeläge
364 – Dachbekleidungen
365 – Elementierte Dachkonstruktionen";;;IFC4;Oui
Transformateur;Classe et type IFC;Types IFC;Toutes;Transformateur d'isolement;IfcTransformer.USERDEFINED[ISOLATIONTRANSFORMER];Electrical Equipment [BIMids Classification:Electrical transformer];IFC4;Oui
Transformateur;Classe et type IFC;Types IFC;Toutes;Transformateur de mesure;IfcTransformer.CURRENT;Electrical Equipment [BIMids Classification:Electrical transformer];IFC4;Oui
Transformateur;Classe et type IFC;Types IFC;Toutes;Transformateur inverter;IfcTransformer.INVERTER;Electrical Equipment [BIMids Classification:Electrical transformer];IFC4;Oui
Transformateur;Classe et type IFC;Types IFC;Toutes;Onduleur;IfcTransformer.INVERTER;Electrical Equipment [BIMids Classification:Electrical transformer];IFC4;Oui
Transformateur;Classe et type IFC;Types IFC;Toutes;Transformateur redresseur;IfcTransformer.RECTIFIER;Electrical Equipment [BIMids Classification:Electrical transformer];IFC4;Oui
Transformateur;Classe et type IFC;Types IFC;Toutes;Variateur de fréquence pour moteur;IfcTransformer.FREQUENCY;Electrical Equipment [BIMids Classification:Electrical transformer];IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;APS;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Transformateur;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
